,book_title,book_recommendation_urls
312,Wisdom of Father Brown,"['https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/a-personal-anthology-of-shakespeare-compiled-by-martin-clifton/', 'https://librivox.org/on-the-antiseptic-principle-of-the-practice-of-surgery-by-joseph-lister/', 'https://librivox.org/crome-yellow-by-aldous-huxley/']"
313,Three Short Works,"['https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/the-innocents-abroad-by-mark-twain/', 'https://librivox.org/three-short-works-by-gustav-flaubert/', 'https://librivox.org/history-of-england-volume-1-chapter-1/', 'https://librivox.org/how-to-cook-fish-by-olive-green/']"
314,Through the Looking-Glass,"['https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/through-the-looking-glass-by-lewis-carroll/', 'https://librivox.org/jabberwocky-by-lewis-carroll/', 'https://librivox.org/sylvie-and-bruno-by-lewis-carroll/', 'https://librivox.org/alices-adventures-in-wonderland-by-lewis-carroll-3/']"
315,To His Coy Mistress,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
316,To My Grandmother,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
317,Adventures of Tom Sawyer,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/']"
318,Treasure Island,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
319,Tristan and Iseult,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/', 'https://librivox.org/if-by-rudyard-kipling/']"
320,Twas the Night Before Christmas (A Visit From St. Nicholas),"['https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/']"
321,Typee,"['https://librivox.org/penguin-island-by-anatole-france/', 'https://librivox.org/ghost-story-collection-001/', 'https://librivox.org/ghost-story-collection-002/', 'https://librivox.org/the-prince-by-niccolo-machiavelli/', 'https://librivox.org/typee-by-herman-melville/']"
322,United States Historical Documents,"['https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/wives-and-daughters-by-elizabeth-gaskell/', 'https://librivox.org/barbara-frietchie-by-john-greenleaf-whittier/', 'https://librivox.org/declaration-of-independence-by-the-united-states-of-america/', 'https://librivox.org/the-amendments-to-the-constitution-of-the-united-states-of-america/']"
323,Voice of the Ancient Bard,"['https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/']"
324,Dream Days,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/']"
325,Ulysses,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/the-canterville-ghost-by-oscar-wilde/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/']"
326,Michael O'Halloran,"['https://librivox.org/the-reluctant-dragon-by-kenneth-grahame/', 'https://librivox.org/michael-ohalloran-by-gene-stratton-porter/', 'https://librivox.org/how-to-cook-fish-by-olive-green/', 'https://librivox.org/little-women-by-louisa-may-alcott/', 'https://librivox.org/the-book-of-tea-by-okakura-kakuzo/']"
327,Communist Manifesto,"['https://librivox.org/heart-of-darkness-by-joseph-conrad', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/']"
328,Congo,"['https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/']"
329,Unreality of Time,"['https://librivox.org/pamela-by-samuel-richardson/', 'https://librivox.org/poems-series-one-by-emily-dickinson/', 'https://librivox.org/of-the-shortness-of-life-by-lucius-annaeus-seneca/', 'https://librivox.org/theological-orations-by-gregory-of-nazianzus/', 'https://librivox.org/sin-and-its-consequences-by-henry-edward-manning/']"
330,Yosemite,"['https://librivox.org/the-mountains-of-california-by-john-muir/', 'https://librivox.org/stickeen-by-john-muir/', 'https://librivox.org/my-first-summer-in-the-sierra-by-john-muir/', 'https://librivox.org/the-story-of-my-boyhood-and-youth-by-john-muir/', 'https://librivox.org/travels-in-alaska-by-john-muir/']"
331,"Constitution of the United States of America, 1787","['https://librivox.org/the-flag-goes-by-by-henry-holcomb-bennett/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln-version-2/', 'https://librivox.org/the-romance-of-rubber-by-the-united-states-rubber-company/', 'https://librivox.org/us-historical-documents/']"
332,Singing-Woman from the Wood's Edge,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-avonlea-by-lucy-maud-montgomery/']"
333,Chamber Music,"['https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/', 'https://librivox.org/in-flanders-fields-by-john-mccrae/']"
334,Richard II,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-canterville-ghost-by-oscar-wilde/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/']"
335,Time and the Gods,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/mother-goose-in-prose-by-l-frank-baum/']"
336,Mysticism: A Study in Nature and Development of Spiritual Consciousness,"['https://librivox.org/tristan-and-iseult-by-joseph-bedier/', 'https://librivox.org/mysticism-a-study-in-nature-and-development-of-spiritual-consciousness-by-evelyn-underhill/', 'https://librivox.org/on-loving-god/', 'https://librivox.org/the-school-of-obedience-by-andrew-murray/', 'https://librivox.org/holy-war-by-john-bunyan/', 'https://librivox.org/on-loving-god-by-saint-bernard-of-clairvaux/']"
337,Long Poems Collection 003,"['https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/short-story-collection-006/']"
338,Fairyland of Science,"['https://librivox.org/the-fairyland-of-science-by-arabella-buckley/', 'https://librivox.org/who-was-who-5000-bc-1914-by-irwin-leslie-gordon/', 'https://librivox.org/insomnia-collection-vol-1/', 'https://librivox.org/phantastes-by-george-macdonald/', 'https://librivox.org/1601-by-mark-twain/']"
339,Don Quixote - Vol. 1,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
340,On Loving God,['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/']
341,My Mark Twain,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
342,Has a Frog a Soul?,"['https://librivox.org/discourse-on-the-method-by-rene-descartes/', 'https://librivox.org/the-parenticide-club-by-ambrose-bierce/', 'https://librivox.org/the-prince-and-the-pauper-by-mark-twain/', 'https://librivox.org/fairy-tales-by-the-brothers-grimm/', 'https://librivox.org/king-in-yellow-by-robert-w-chambers/']"
343,Harvester,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
344,Middle Temple Murder,"['https://librivox.org/on-the-antiseptic-principle-of-the-practice-of-surgery-by-joseph-lister/', 'https://librivox.org/our-mutual-friend-by-charles-dickens/', 'https://librivox.org/the-middle-temple-murder-by-js-fletcher/', 'https://librivox.org/vanity-fair-by-william-makepeace-thackeray/', 'https://librivox.org/the-age-of-innocence-by-edith-wharton/']"
345,Warlord of Mars,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
346,Heidi,"['https://librivox.org/heidi-by-johanna-spyri-solo/', 'https://librivox.org/comic-history-of-england-by-bill-nye/', 'https://librivox.org/grandma-janices-poems-and-stories/', 'https://librivox.org/emma-by-jane-austen-2/', 'https://librivox.org/the-christmas-angel-by-abbie-farwell-brown/']"
347,"History of England, from the Accession of James II - (Volume 1, Chapter 01)","['https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/history-of-england-volume-1-chapter-5/', 'https://librivox.org/johnny-crows-garden-by-l-leslie-brooke/', 'https://librivox.org/northanger-abbey-by-jane-austen/', 'https://librivox.org/our-island-story-part-1-by-he-marshall/']"
348,"History of England, from the Accession of James II - (Volume 1, Chapter 02)","['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
349,"History of England, from the Accession of James II - (Volume 1, Chapter 03)","['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/', 'https://librivox.org/history-of-england-volume-1-chapter-5/']"
350,"History of England, from the Accession of James II - (Volume 1, Chapter 04)","['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/', 'https://librivox.org/history-of-england-volume-1-chapter-5/']"
351,How to Tell the Birds from the Flowers,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
352,Antichrist,"['https://librivox.org/little-lord-fauntleroy-by-frances-hodgson-burnett/', 'https://librivox.org/the-twilight-of-the-idols-by-friedrich-nietzsche/', 'https://librivox.org/write-it-right/', 'https://librivox.org/damn-a-book-of-calumny-by-hl-mencken/', 'https://librivox.org/the-joyful-wisdom-by-friedrich-nietzsche/']"
353,Anthem for Doomed Youth,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-avonlea-by-lucy-maud-montgomery/']"
354,Bible (KJV) NT 03: Luke,"['https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/anne-of-avonlea-by-lucy-maud-montgomery/', 'https://librivox.org/book-of-jude-kjv-2/', 'https://librivox.org/book-of-james-kjv/', 'https://librivox.org/the-prince-and-the-pauper-by-mark-twain/']"
355,Reviews,"['https://librivox.org/reviews-by-oscar-wilde/', 'https://librivox.org/the-ballad-of-reading-gaol-by-oscar-wilde-jg/', 'https://librivox.org/the-ballad-of-reading-gaol-by-oscar-wilde-ll/', 'https://librivox.org/capital-volume-1-by-karl-marx/', 'https://librivox.org/the-scarlet-pimpernel-by-baroness-emmuska-orczy-2/']"
356,"Right Ho, Jeeves","['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/']"
357,Bible (WEB) NT 01: Matthew,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/']"
358,Chronicles of Canada Volume 04 - Jesuit Missions: A Chronicle of the Cross in the Wilderness,"['https://librivox.org/eves-diary-by-mark-twain/', 'https://librivox.org/roughing-it-in-the-bush-by-susanna-moodie/', 'https://librivox.org/the-dawn-of-canadian-history-by-stephen-leacock/', 'https://librivox.org/the-mariner-of-st-malo-a-chronicle-of-the-voyages-of-jacques-cartier/', 'https://librivox.org/the-jesuit-missions-a-chronicle-of-the-cross-in-the-wilderness/']"
359,Fundamental Principles of the Metaphysic of Morals,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
